Champion,Win rate,Games played,KDA,CS,Gold,league,area
Twisted Fate,?51.12%,"84,419",2.29:1,?170.38,"?12,572",Gold,EUW
Malphite,?51.00%,"72,016",2.85:1,?155.94,"?11,385",Gold,EUW
Akali,?50.98%,"69,367",2.11:1,?163.42,"?12,286",Gold,EUW
Master Yi,?50.96%,"129,182",1.95:1,?161.59,"?12,905",Gold,EUW
Zyra,?50.89%,"64,909",2.36:1,?54.70,"?11,129",Gold,EUW
Kindred,?50.78%,"26,553",2.11:1,?138.17,"?12,107",Gold,EUW
Karthus,?50.77%,"18,724",2.36:1,?195.88,"?12,959",Gold,EUW
Yasuo,?50.74%,"242,965",1.71:1,?208.80,"?12,720",Gold,EUW
Sivir,?50.72%,"84,266",2.68:1,?234.73,"?13,344",Gold,EUW
Darius,?50.59%,"97,802",1.99:1,?182.83,"?11,967",Gold,EUW
Kled,?50.52%,"34,398",2.48:1,?169.24,"?11,956",Gold,EUW
Kog'Maw,?50.51%,"124,433",2.24:1,?202.75,"?13,076",Gold,EUW
Aatrox,?50.51%,"24,030",2:01,?180.64,"?12,241",Gold,EUW
Alistar,?50.51%,"96,461",2.9:1,?44.23,"?9,414",Gold,EUW
Kennen,?50.51%,"52,626",2.19:1,?172.43,"?11,854",Gold,EUW
Ezreal,?50.48%,"246,122",2.7:1,?164.15,"?12,686",Gold,EUW
Orianna,?50.42%,"205,175",2.71:1,?189.81,"?12,198",Gold,EUW
Hecarim,?50.41%,"47,120",2.69:1,?137.64,"?11,960",Gold,EUW
Vladimir,?50.40%,"88,095",2.12:1,?190.02,"?11,976",Gold,EUW
Kha'Zix,?50.37%,"101,900",2.47:1,?125.83,"?12,212",Gold,EUW
Zed,?50.34%,"191,623",2.29:1,?178.86,"?12,742",Gold,EUW
Morgana,?50.33%,"150,515",3.01:1,?54.67,"?10,670",Gold,EUW
Trundle,?50.30%,"60,058",2.33:1,?165.95,"?11,600",Gold,EUW
Azir,?50.27%,"87,684",2.12:1,?194.54,"?12,459",Gold,EUW
Ekko,?50.18%,"140,212",2.26:1,?164.46,"?12,226",Gold,EUW
Riven,?50.16%,"149,512",2:01,?188.66,"?12,289",Gold,EUW
Ashe,?50.14%,"105,961",2.43:1,?195.61,"?12,563",Gold,EUW
Braum,?50.06%,"81,845",3.17:1,?45.25,"?9,391",Gold,EUW
Xayah,?50.00%,"244,216",2.44:1,?212.03,"?12,970",Gold,EUW
Jayce,?49.97%,"92,072",2.26:1,?187.75,"?12,426",Gold,EUW
Illaoi,?49.94%,"32,191",1.67:1,?202.86,"?12,216",Gold,EUW
Dr. Mundo,?49.90%,"34,336",2.36:1,?173.60,"?11,846",Gold,EUW
Gangplank,?49.81%,"142,156",2.41:1,?214.37,"?14,075",Gold,EUW
Volibear,?49.62%,"22,268",2.61:1,?128.50,"?11,426",Gold,EUW
Renekton,?49.62%,"77,676",2.07:1,?203.62,"?12,189",Gold,EUW
Gnar,?49.58%,"134,534",2.17:1,?176.25,"?11,678",Gold,EUW
Bard,?49.48%,"81,735",2.75:1,?31.28,"?10,479",Gold,EUW
Varus,?49.47%,"147,198",2.41:1,?210.31,"?13,018",Gold,EUW
Kayn,?49.44%,"224,713",2.17:1,?143.40,"?12,165",Gold,EUW
Aurelion Sol,?49.43%,"14,627",2.37:1,?173.59,"?11,974",Gold,EUW
Mordekaiser,?49.39%,"20,803",1.8:1,?183.65,"?11,964",Gold,EUW
Lissandra,?49.35%,"29,975",2.28:1,?189.21,"?12,001",Gold,EUW
Kassadin,?49.35%,"65,178",2.53:1,?165.98,"?11,967",Gold,EUW
Zac,?49.22%,"42,391",3.45:1,?113.88,"?10,843",Gold,EUW
Rumble,?49.16%,"33,299",2.19:1,?172.98,"?11,880",Gold,EUW
Caitlyn,?49.10%,"273,227",2.3:1,?209.67,"?12,724",Gold,EUW
Jhin,?49.06%,"146,393",2.69:1,?193.27,"?12,799",Gold,EUW
Corki,?49.03%,"50,847",2.47:1,?197.11,"?12,776",Gold,EUW
Rakan,?48.83%,"152,416",2.95:1,?16.45,"?9,859",Gold,EUW
Ornn,?48.78%,"94,115",2.57:1,?150.35,"?11,229",Gold,EUW
Poppy,?48.66%,"30,550",2.56:1,?139.31,"?11,052",Gold,EUW
Shen,?48.52%,"82,005",3.03:1,?146.99,"?10,962",Gold,EUW
Ivern,?48.37%,"14,376",3.11:1,?81.86,"?10,210",Gold,EUW
Elise,?48.12%,"56,409",2.28:1,?105.70,"?11,345",Gold,EUW
Nautilus,?48.07%,"46,138",2.68:1,?81.19,"?9,965",Gold,EUW
Karma,?47.99%,"93,205",2.79:1,?53.98,"?10,261",Gold,EUW
Tahm Kench,?47.99%,"39,620",2.65:1,?81.62,"?10,204",Gold,EUW
Camille,?47.96%,"38,120",1.92:1,?160.41,"?11,645",Gold,EUW
Rengar,?47.94%,"80,752",2.02:1,?152.75,"?12,340",Gold,EUW
Graves,?47.90%,"50,383",2.15:1,?169.76,"?12,587",Gold,EUW
Viktor,?47.70%,"42,184",2.23:1,?193.31,"?12,334",Gold,EUW
Thresh,?47.69%,"291,873",2.93:1,?31.78,"?9,386",Gold,EUW
Rek'Sai,?47.51%,"29,294",2.48:1,?121.18,"?11,575",Gold,EUW
Lee Sin,?47.48%,"235,059",2.41:1,?113.84,"?11,422",Gold,EUW
Syndra,?47.47%,"111,622",2.12:1,?193.66,"?12,333",Gold,EUW
Evelynn,?47.37%,"95,331",2.38:1,?103.47,"?11,711",Gold,EUW
Olaf,?47.34%,"24,223",2.1:1,?159.39,"?11,830",Gold,EUW
Cassiopeia,?47.20%,"48,612",1.98:1,?183.98,"?11,943",Gold,EUW
Kalista,?46.87%,"78,714",2.2:1,?201.54,"?12,738",Gold,EUW
Lucian,?46.59%,"131,840",2.29:1,?207.98,"?12,939",Gold,EUW
LeBlanc,?46.55%,"53,273",2.4:1,?142.16,"?11,458",Gold,EUW
Gragas,?46.50%,"105,443",2.65:1,?119.29,"?10,885",Gold,EUW
Galio,?46.28%,"137,962",2.31:1,?167.22,"?11,367",Gold,EUW
Taliyah,?45.92%,"54,063",2.14:1,?174.28,"?12,006",Gold,EUW
Nidalee,?45.90%,"60,468",2.31:1,?121.43,"?11,619",Gold,EUW
Nunu,?44.87%,"14,102",2.27:1,?109.24,"?10,498",Gold,EUW
Ryze,?42.37%,"75,835",2:01,?192.85,"?11,855",Gold,EUW
Sona,?55.56%,"96,796",3.06:1,?19.72,"?9,928",Platinum,EUW
Xin Zhao,?55.19%,"56,038",2.32:1,?137.51,"?11,824",Platinum,EUW
Soraka,?55.07%,"104,869",3.16:1,?16.61,"?9,572",Platinum,EUW
Malzahar,?54.96%,"86,006",2.4:1,?199.15,"?12,289",Platinum,EUW
Anivia,?54.37%,"43,651",3.05:1,?200.32,"?12,409",Platinum,EUW
Rammus,?54.28%,"57,578",3.01:1,?118.19,"?10,934",Platinum,EUW
Shyvana,?54.09%,"38,236",2.6:1,?171.13,"?12,436",Platinum,EUW
Urgot,?54.08%,"55,169",2.42:1,?188.31,"?12,286",Platinum,EUW
Janna,?54.01%,"147,074",3.91:1,?15.80,"?9,779",Platinum,EUW
Singed,?53.86%,"50,184",2:01,?202.34,"?11,935",Platinum,EUW
Twitch,?53.85%,"169,503",2.64:1,?189.33,"?12,976",Platinum,EUW
Xerath,?53.67%,"35,786",3.1:1,?185.91,"?12,436",Platinum,EUW
Warwick,?53.66%,"63,366",2.53:1,?126.78,"?11,652",Platinum,EUW
Pantheon,?53.59%,"33,515",2.3:1,?152.35,"?11,870",Platinum,EUW
Wukong,?53.27%,"36,828",2.37:1,?155.91,"?12,168",Platinum,EUW
Taric,?53.25%,"58,422",3.35:1,?43.04,"?9,251",Platinum,EUW
Heimerdinger,?53.06%,"23,852",1.97:1,?186.84,"?12,064",Platinum,EUW
Udyr,?53.05%,"46,820",2.29:1,?153.55,"?12,035",Platinum,EUW
Kayle,?52.95%,"23,369",2.18:1,?193.81,"?12,106",Platinum,EUW
Jarvan IV,?52.86%,"172,732",3.12:1,?132.01,"?11,558",Platinum,EUW
Ziggs,?52.85%,"32,453",2.51:1,?201.47,"?12,582",Platinum,EUW
Sejuani,?52.81%,"84,096",3.45:1,?114.53,"?10,931",Platinum,EUW
Ahri,?52.72%,"73,278",2.71:1,?186.76,"?12,091",Platinum,EUW
Swain,?52.71%,"20,848",2.37:1,?184.47,"?11,713",Platinum,EUW
Talon,?52.71%,"45,810",2.26:1,?181.31,"?12,722",Platinum,EUW
Leona,?52.66%,"102,087",2.91:1,?48.04,"?9,566",Platinum,EUW
Veigar,?52.60%,"77,217",2.47:1,?177.93,"?12,395",Platinum,EUW
Vi,?52.59%,"40,839",2.41:1,?130.63,"?11,653",Platinum,EUW
Twisted Fate,?52.58%,"61,764",2.45:1,?177.49,"?12,528",Platinum,EUW
Tryndamere,?52.50%,"44,598",1.84:1,?230.90,"?12,911",Platinum,EUW
Shaco,?52.45%,"38,361",2.49:1,?135.52,"?12,118",Platinum,EUW
Garen,?52.44%,"29,240",2.24:1,?191.96,"?12,151",Platinum,EUW
Karthus,?52.41%,"13,906",2.38:1,?206.68,"?13,020",Platinum,EUW
Miss Fortune,?52.36%,"48,839",2.61:1,?190.46,"?12,763",Platinum,EUW
Annie,?52.35%,"39,459",2.32:1,?148.47,"?11,624",Platinum,EUW
Fizz,?52.34%,"62,491",2.39:1,?165.75,"?12,261",Platinum,EUW
Yorick,?52.32%,"16,471",1.91:1,?199.57,"?11,972",Platinum,EUW
Teemo,?52.30%,"53,391",1.88:1,?177.91,"?12,357",Platinum,EUW
Tristana,?52.29%,"270,744",2.7:1,?213.11,"?12,982",Platinum,EUW
Jax,?52.17%,"96,422",1.98:1,?178.56,"?12,130",Platinum,EUW
Irelia,?52.16%,"49,444",2.15:1,?196.64,"?12,231",Platinum,EUW
Vel'Koz,?52.14%,"58,484",2.55:1,?138.64,"?11,885",Platinum,EUW
Diana,?52.11%,"46,861",2.2:1,?177.58,"?12,452",Platinum,EUW
Maokai,?52.10%,"59,803",2.89:1,?142.13,"?10,671",Platinum,EUW
Quinn,?52.08%,"13,860",2.08:1,?171.33,"?12,508",Platinum,EUW
Vayne,?52.07%,"245,758",2.23:1,?204.33,"?12,809",Platinum,EUW
Lulu,?52.06%,"133,895",3.54:1,?21.16,"?9,658",Platinum,EUW
Nami,?52.05%,"82,040",3.72:1,?14.19,"?9,647",Platinum,EUW
Jinx,?52.05%,"89,709",2.51:1,?215.78,"?12,936",Platinum,EUW
Akali,?52.01%,"36,576",2.11:1,?170.87,"?12,124",Platinum,EUW
Sion,?51.97%,"28,276",2.44:1,?157.46,"?11,426",Platinum,EUW
Katarina,?51.97%,"89,617",2.27:1,?171.30,"?12,437",Platinum,EUW
Draven,?51.95%,"83,605",2.15:1,?199.93,"?13,430",Platinum,EUW
Amumu,?51.93%,"22,920",2.91:1,?131.99,"?11,207",Platinum,EUW
Cho'Gath,?51.77%,"73,988",2.61:1,?159.29,"?11,410",Platinum,EUW
Fiddlesticks,?51.72%,"31,148",2.43:1,?110.03,"?11,226",Platinum,EUW
Kindred,?51.72%,"18,142",2.2:1,?141.43,"?12,082",Platinum,EUW
Ezreal,?51.70%,"152,622",2.7:1,?161.19,"?12,621",Platinum,EUW
Blitzcrank,?51.67%,"99,265",2.88:1,?41.12,"?9,632",Platinum,EUW
Aurelion Sol,?51.62%,"12,468",2.54:1,?181.28,"?11,956",Platinum,EUW
Kha'Zix,?51.60%,"74,066",2.56:1,?126.66,"?12,082",Platinum,EUW
Zilean,?51.45%,"27,197",3.31:1,?84.72,"?10,773",Platinum,EUW
Fiora,?51.43%,"56,679",1.87:1,?198.11,"?12,165",Platinum,EUW
Kennen,?51.29%,"31,879",2.21:1,?178.41,"?11,818",Platinum,EUW
Orianna,?51.19%,"137,214",2.77:1,?197.19,"?12,168",Platinum,EUW
Lux,?51.19%,"72,483",3:01,?153.40,"?11,813",Platinum,EUW
Malphite,?51.18%,"37,324",2.81:1,?166.36,"?11,269",Platinum,EUW
Nocturne,?51.16%,"28,767",2.44:1,?150.98,"?12,378",Platinum,EUW
Azir,?51.12%,"68,586",2.22:1,?200.51,"?12,402",Platinum,EUW
Kog'Maw,?51.05%,"86,063",2.27:1,?205.65,"?12,935",Platinum,EUW
Vladimir,?51.02%,"60,257",2.17:1,?195.02,"?11,929",Platinum,EUW
Darius,?50.95%,"57,543",1.98:1,?189.15,"?11,901",Platinum,EUW
Riven,?50.85%,"100,332",2.03:1,?194.59,"?12,193",Platinum,EUW
Rumble,?50.79%,"21,920",2.28:1,?178.39,"?11,817",Platinum,EUW
Aatrox,?50.75%,"15,477",2.02:1,?187.42,"?12,189",Platinum,EUW
Sivir,?50.71%,"49,175",2.72:1,?236.75,"?13,225",Platinum,EUW
Zyra,?50.70%,"40,514",2.36:1,?49.88,"?10,921",Platinum,EUW
Brand,?50.64%,"72,356",2.19:1,?77.34,"?11,280",Platinum,EUW
Master Yi,?50.63%,"59,263",1.98:1,?163.55,"?12,757",Platinum,EUW
Dr. Mundo,?50.60%,"16,944",2.36:1,?176.48,"?11,770",Platinum,EUW
Ivern,?50.59%,"11,802",3.51:1,?82.86,"?10,116",Platinum,EUW
Xayah,?50.58%,"165,671",2.5:1,?215.02,"?12,856",Platinum,EUW
Zed,?50.52%,"118,861",2.3:1,?183.07,"?12,628",Platinum,EUW
Illaoi,?50.47%,"15,760",1.62:1,?212.33,"?12,278",Platinum,EUW
Kassadin,?50.47%,"46,975",2.59:1,?173.25,"?11,844",Platinum,EUW
Kled,?50.44%,"22,231",2.46:1,?173.89,"?11,822",Platinum,EUW
Alistar,?50.44%,"57,975",2.96:1,?43.48,"?9,208",Platinum,EUW
Hecarim,?50.36%,"26,953",2.73:1,?141.36,"?11,904",Platinum,EUW
Trundle,?50.31%,"33,870",2.34:1,?170.96,"?11,491",Platinum,EUW
Gangplank,?50.30%,"106,864",2.43:1,?219.28,"?14,082",Platinum,EUW
Lissandra,?50.26%,"19,720",2.32:1,?197.38,"?12,028",Platinum,EUW
Skarner,?50.26%,"7,966",2.73:1,?128.06,"?11,142",Platinum,EUW
Nasus,?50.23%,"50,863",1.94:1,?199.20,"?11,899",Platinum,EUW
Braum,?50.21%,"44,550",3.26:1,?45.36,"?9,182",Platinum,EUW
Bard,?50.18%,"57,687",2.86:1,?29.62,"?10,320",Platinum,EUW
Ashe,?50.17%,"52,383",2.47:1,?199.25,"?12,491",Platinum,EUW
Jayce,?50.14%,"65,560",2.25:1,?192.83,"?12,318",Platinum,EUW
Morgana,?50.09%,"74,048",3.11:1,?50.89,"?10,427",Platinum,EUW
Yasuo,?50.06%,"144,435",1.7:1,?211.97,"?12,542",Platinum,EUW
Ekko,?50.05%,"84,917",2.3:1,?168.46,"?12,160",Platinum,EUW
Ornn,?49.80%,"67,296",2.66:1,?155.04,"?11,109",Platinum,EUW
Caitlyn,?49.76%,"173,213",2.33:1,?213.62,"?12,673",Platinum,EUW
Varus,?49.73%,"96,804",2.44:1,?212.26,"?12,860",Platinum,EUW
Camille,?49.70%,"30,134",1.98:1,?168.05,"?11,667",Platinum,EUW
Rek'Sai,?49.68%,"26,286",2.63:1,?122.28,"?11,521",Platinum,EUW
Mordekaiser,?49.65%,"12,116",1.83:1,?187.40,"?11,821",Platinum,EUW
Corki,?49.54%,"36,102",2.49:1,?203.98,"?12,739",Platinum,EUW
Renekton,?49.49%,"45,040",2.05:1,?209.00,"?12,108",Platinum,EUW
Jhin,?49.48%,"92,707",2.76:1,?197.25,"?12,735",Platinum,EUW
Kayn,?49.41%,"141,924",2.2:1,?144.85,"?12,026",Platinum,EUW
Volibear,?49.30%,"9,080",2.65:1,?129.79,"?11,269",Platinum,EUW
Gnar,?49.26%,"80,719",2.15:1,?181.35,"?11,553",Platinum,EUW
Zac,?49.22%,"25,830",3.54:1,?116.93,"?10,698",Platinum,EUW
Poppy,?49.08%,"15,480",2.52:1,?145.14,"?10,990",Platinum,EUW
Rengar,?48.86%,"51,849",2.09:1,?155.13,"?12,258",Platinum,EUW
Shen,?48.84%,"45,441",3.02:1,?157.28,"?10,888",Platinum,EUW
LeBlanc,?48.81%,"37,754",2.54:1,?150.13,"?11,497",Platinum,EUW
Evelynn,?48.66%,"56,752",2.52:1,?105.81,"?11,664",Platinum,EUW
Olaf,?48.61%,"12,828",2.22:1,?161.22,"?11,742",Platinum,EUW
Elise,?48.55%,"40,363",2.37:1,?107.18,"?11,246",Platinum,EUW
Rakan,?48.52%,"92,566",3.03:1,?16.27,"?9,660",Platinum,EUW
Lee Sin,?48.44%,"144,182",2.5:1,?114.96,"?11,334",Platinum,EUW
Nidalee,?48.37%,"46,016",2.48:1,?128.12,"?11,713",Platinum,EUW
Tahm Kench,?48.34%,"22,291",2.68:1,?85.85,"?10,085",Platinum,EUW
Thresh,?48.34%,"177,875",3.03:1,?31.75,"?9,192",Platinum,EUW
Cassiopeia,?48.32%,"30,776",2.04:1,?189.93,"?11,887",Platinum,EUW
Syndra,?48.30%,"73,321",2.16:1,?199.49,"?12,240",Platinum,EUW
Karma,?48.04%,"61,753",2.9:1,?53.98,"?10,083",Platinum,EUW
Nautilus,?48.01%,"20,244",2.68:1,?87.76,"?9,827",Platinum,EUW
Kalista,?48.00%,"62,242",2.26:1,?204.33,"?12,660",Platinum,EUW
Viktor,?48.00%,"30,576",2.27:1,?201.22,"?12,282",Platinum,EUW
Graves,?47.97%,"29,719",2.22:1,?169.64,"?12,467",Platinum,EUW
Taliyah,?47.46%,"43,569",2.28:1,?182.67,"?12,062",Platinum,EUW
Gragas,?47.01%,"70,777",2.8:1,?121.75,"?10,760",Platinum,EUW
Lucian,?46.91%,"78,702",2.28:1,?210.69,"?12,899",Platinum,EUW
Galio,?45.97%,"74,509",2.35:1,?173.22,"?11,270",Platinum,EUW
Nunu,?44.53%,"8,192",2.37:1,?108.36,"?10,222",Platinum,EUW
Ryze,?42.94%,"48,441",2.04:1,?198.49,"?11,828",Platinum,EUW
Xin Zhao,?56.36%,"18,355",2.37:1,?133.85,"?11,460",Diamond,EUW
Soraka,?55.66%,"27,143",3.2:1,?16.16,"?9,182",Diamond,EUW
Sona,?55.58%,"27,324",3.09:1,?18.79,"?9,552",Diamond,EUW
Malzahar,?55.53%,"22,494",2.41:1,?198.67,"?11,895",Diamond,EUW
Singed,?55.49%,"14,354",2.11:1,?196.34,"?11,426",Diamond,EUW
Twitch,?55.25%,"45,731",2.72:1,?188.59,"?12,713",Diamond,EUW
Pantheon,?55.22%,"8,058",2.3:1,?155.65,"?11,609",Diamond,EUW
Rammus,?55.12%,"16,047",3.04:1,?116.35,"?10,498",Diamond,EUW
Xerath,?55.12%,"10,764",3.19:1,?183.93,"?12,081",Diamond,EUW
Janna,?54.98%,"39,814",3.97:1,?15.88,"?9,436",Diamond,EUW
Warwick,?54.94%,"13,678",2.53:1,?126.02,"?11,334",Diamond,EUW
Kayle,?54.90%,"7,377",2.15:1,?196.32,"?11,947",Diamond,EUW
Talon,?54.78%,"13,735",2.31:1,?183.63,"?12,408",Diamond,EUW
Quinn,?54.77%,"3,491",2.15:1,?169.94,"?12,164",Diamond,EUW
Taric,?54.70%,"14,860",3.45:1,?41.85,"?8,936",Diamond,EUW
Anivia,?54.55%,"13,126",2.99:1,?200.04,"?12,063",Diamond,EUW
Sejuani,?54.54%,"21,155",3.55:1,?111.95,"?10,559",Diamond,EUW
Twisted Fate,?54.39%,"19,635",2.58:1,?182.25,"?12,347",Diamond,EUW
Heimerdinger,?54.36%,"6,672",2.1:1,?184.93,"?11,712",Diamond,EUW
Shaco,?54.32%,"9,536",2.55:1,?137.29,"?11,946",Diamond,EUW
Aurelion Sol,?54.30%,"4,543",2.87:1,?185.80,"?11,907",Diamond,EUW
Katarina,?54.29%,"24,301",2.4:1,?173.94,"?12,264",Diamond,EUW
Wukong,?54.05%,"7,177",2.34:1,?157.24,"?11,909",Diamond,EUW
Shyvana,?54.05%,"6,154",2.62:1,?175.16,"?12,288",Diamond,EUW
Fizz,?53.96%,"14,463",2.46:1,?171.55,"?12,005",Diamond,EUW
Urgot,?53.92%,"14,979",2.42:1,?188.54,"?11,944",Diamond,EUW
Ezreal,?53.68%,"43,539",2.7:1,?150.99,"?12,256",Diamond,EUW
Draven,?53.59%,"25,176",2.2:1,?197.82,"?13,134",Diamond,EUW
Swain,?53.56%,"5,487",2.31:1,?185.65,"?11,406",Diamond,EUW
Udyr,?53.53%,"8,813",2.31:1,?155.50,"?11,827",Diamond,EUW
Kindred,?53.53%,"5,347",2.27:1,?144.86,"?11,834",Diamond,EUW
Yorick,?53.38%,"3,591",1.9:1,?198.86,"?11,722",Diamond,EUW
Leona,?53.34%,"24,874",2.87:1,?46.61,"?9,226",Diamond,EUW
Jinx,?53.30%,"13,804",2.54:1,?215.34,"?12,741",Diamond,EUW
Annie,?53.26%,"6,523",2.36:1,?148.42,"?11,332",Diamond,EUW
Fiddlesticks,?53.25%,"7,951",2.49:1,?108.32,"?10,911",Diamond,EUW
Ahri,?53.25%,"15,798",2.74:1,?190.26,"?11,850",Diamond,EUW
Kha'Zix,?53.25%,"28,717",2.68:1,?123.21,"?11,689",Diamond,EUW
Riven,?53.15%,"27,185",2.1:1,?199.74,"?11,997",Diamond,EUW
Lulu,?53.11%,"38,105",3.64:1,?20.83,"?9,300",Diamond,EUW
Nami,?53.06%,"19,353",3.78:1,?13.66,"?9,365",Diamond,EUW
Irelia,?53.06%,"15,371",2.12:1,?198.32,"?11,909",Diamond,EUW
Tristana,?53.01%,"75,696",2.75:1,?210.58,"?12,633",Diamond,EUW
Akali,?53.00%,"8,661",2.16:1,?176.21,"?11,876",Diamond,EUW
Tryndamere,?52.97%,"9,297",1.92:1,?229.48,"?12,591",Diamond,EUW
Maokai,?52.96%,"17,510",2.82:1,?143.70,"?10,262",Diamond,EUW
Jarvan IV,?52.89%,"53,385",3.14:1,?128.99,"?11,059",Diamond,EUW
Kog'Maw,?52.88%,"26,340",2.31:1,?204.32,"?12,637",Diamond,EUW
Kled,?52.88%,"7,052",2.51:1,?179.23,"?11,625",Diamond,EUW
Zilean,?52.87%,"8,754",3.45:1,?81.07,"?10,308",Diamond,EUW
Ziggs,?52.87%,"7,260",2.6:1,?204.58,"?12,317",Diamond,EUW
Vel'Koz,?52.87%,"12,710",2.58:1,?141.56,"?11,636",Diamond,EUW
Vayne,?52.86%,"54,137",2.25:1,?203.44,"?12,514",Diamond,EUW
Miss Fortune,?52.82%,"10,966",2.63:1,?178.49,"?12,373",Diamond,EUW
Veigar,?52.80%,"17,183",2.47:1,?174.37,"?12,014",Diamond,EUW
Skarner,?52.78%,"2,389",2.86:1,?132.40,"?10,956",Diamond,EUW
Vladimir,?52.67%,"19,660",2.33:1,?197.15,"?11,741",Diamond,EUW
